35.3479 	EXP 	New trial (rep=3, index=0): <Trial 12 (0 in rep 3) data={'pos': np.int64(-50), 'corr_resp': 'x', 'thisN': 12, 'thisTrialN': 0, 'thisRepN': 3}>
35.3494 	DATA 	Keypress: z
35.3613 	EXP 	Fixation: autoDraw = False
35.3613 	EXP 	Line1: autoDraw = False
35.3613 	EXP 	line2: autoDraw = False
35.3613 	EXP 	line3: autoDraw = False
35.3613 	EXP 	line4: autoDraw = False
35.3613 	EXP 	probe: autoDraw = False
35.3613 	EXP 	Fixation: autoDraw = True
35.5957 	EXP 	Device response: <KeyPress from None: t=35.33286749990657, value=z, duration=0.2552648999262601>
36.3619 	EXP 	Fixation: autoDraw = False
36.3619 	EXP 	Line1: autoDraw = True
36.3619 	EXP 	line2: autoDraw = True
36.3619 	EXP 	line3: autoDraw = True
36.3619 	EXP 	line4: autoDraw = True
37.3617 	INFO 	Keyboard events cleared
37.3616 	EXP 	probe: autoDraw = True
37.9626 	EXP 	Device response: <KeyPress from None: t=37.958644799888134, value=x, duration=None>
37.9630 	EXP 	New trial (rep=3, index=1): <Trial 13 (1 in rep 3) data={'pos': np.int64(150), 'corr_resp': 'v', 'thisN': 13, 'thisTrialN': 1, 'thisRepN': 3}>
37.9644 	DATA 	Keypress: x
37.9777 	EXP 	Fixation: autoDraw = False
37.9777 	EXP 	Line1: autoDraw = False
37.9777 	EXP 	line2: autoDraw = False
37.9777 	EXP 	line3: autoDraw = False
37.9777 	EXP 	line4: autoDraw = False
37.9777 	EXP 	probe: autoDraw = False
37.9777 	EXP 	Fixation: autoDraw = True
38.1621 	EXP 	Device response: <KeyPress from None: t=37.958644799888134, value=x, duration=0.19630940002389252>
38.9778 	EXP 	Fixation: autoDraw = False
38.9778 	EXP 	Line1: autoDraw = True
38.9778 	EXP 	line2: autoDraw = True
38.9778 	EXP 	line3: autoDraw = True
38.9778 	EXP 	line4: autoDraw = True
39.9778 	INFO 	Keyboard events cleared
39.9776 	EXP 	probe: autoDraw = True
40.5617 	EXP 	Device response: <KeyPress from None: t=40.55101059982553, value=v, duration=None>
40.5621 	EXP 	New trial (rep=3, index=2): <Trial 14 (2 in rep 3) data={'pos': np.int64(50), 'corr_resp': 'c', 'thisN': 14, 'thisTrialN': 2, 'thisRepN': 3}>
40.5635 	DATA 	Keypress: v
40.5774 	EXP 	Fixation: autoDraw = False
40.5774 	EXP 	Line1: autoDraw = False
40.5774 	EXP 	line2: autoDraw = False
40.5774 	EXP 	line3: autoDraw = False
40.5774 	EXP 	line4: autoDraw = False
40.5774 	EXP 	probe: autoDraw = False
40.5774 	EXP 	Fixation: autoDraw = True
40.7451 	EXP 	Device response: <KeyPress from None: t=40.55101059982553, value=v, duration=0.18047790019772947>
41.5606 	EXP 	Line1: autoDraw = True
41.5606 	EXP 	line2: autoDraw = True
41.5606 	EXP 	line3: autoDraw = True
41.5606 	EXP 	line4: autoDraw = True
41.5771 	EXP 	Fixation: autoDraw = False
42.5780 	INFO 	Keyboard events cleared
42.5778 	EXP 	probe: autoDraw = True
43.1136 	DATA 	Keypress: c
43.1273 	EXP 	Device response: <KeyPress from None: t=43.11205039988272, value=c, duration=None>
43.1276 	EXP 	New trial (rep=3, index=3): <Trial 15 (3 in rep 3) data={'pos': np.int64(-150), 'corr_resp': 'z', 'thisN': 15, 'thisTrialN': 3, 'thisRepN': 3}>
43.1439 	EXP 	Fixation: autoDraw = False
43.1439 	EXP 	Line1: autoDraw = False
43.1439 	EXP 	line2: autoDraw = False
43.1439 	EXP 	line3: autoDraw = False
43.1439 	EXP 	line4: autoDraw = False
43.1439 	EXP 	probe: autoDraw = False
43.1439 	EXP 	Fixation: autoDraw = True
43.2778 	EXP 	Device response: <KeyPress from None: t=43.11205039988272, value=c, duration=0.15586609998717904>
44.1274 	EXP 	Line1: autoDraw = True
44.1274 	EXP 	line2: autoDraw = True
44.1274 	EXP 	line3: autoDraw = True
44.1274 	EXP 	line4: autoDraw = True
44.1438 	EXP 	Fixation: autoDraw = False
45.1271 	INFO 	Keyboard events cleared
45.1270 	EXP 	probe: autoDraw = True
45.6443 	EXP 	Device response: <KeyPress from None: t=45.63532519992441, value=z, duration=None>
45.6447 	EXP 	New trial (rep=4, index=0): <Trial 16 (0 in rep 4) data={'pos': np.int64(-50), 'corr_resp': 'x', 'thisN': 16, 'thisTrialN': 0, 'thisRepN': 4}>
45.6461 	DATA 	Keypress: z
45.6601 	EXP 	Fixation: autoDraw = False
45.6601 	EXP 	Line1: autoDraw = False
45.6601 	EXP 	line2: autoDraw = False
45.6601 	EXP 	line3: autoDraw = False
45.6601 	EXP 	line4: autoDraw = False
45.6601 	EXP 	probe: autoDraw = False
45.6601 	EXP 	Fixation: autoDraw = True
45.8611 	EXP 	Device response: <KeyPress from None: t=45.63532519992441, value=z, duration=0.21502060000784695>
46.6437 	EXP 	Line1: autoDraw = True
46.6437 	EXP 	line2: autoDraw = True
46.6437 	EXP 	line3: autoDraw = True
46.6437 	EXP 	line4: autoDraw = True
46.6606 	EXP 	Fixation: autoDraw = False
47.6601 	INFO 	Keyboard events cleared
47.6599 	EXP 	probe: autoDraw = True
48.1774 	EXP 	Device response: <KeyPress from None: t=48.17602439993061, value=x, duration=None>
